freq,unit,penscheme,na_item,geo\TIME_PERIOD	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,MIO_NAC,S13PBI,K7,CY	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,DE	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,DK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,ES	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBI,K7,FR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,IE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,IT	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,LT	: 	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBI,K7,LU	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBI,K7,MT	: m	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,NL	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,NO	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,PT	: 	: 	: 	: m	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,RO	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,SE	9999 e	13045 e	2282 e	3142 e	-957 e	31380 e	12093 e	10766 e	29549 e	-5439 e	: 	: 
A,MIO_NAC,S13PBI,K7,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,SK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBI,K7,UK	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,AT	: 	: 	: 	298 	: 	: 	268 	: 	: 	230 	: 	: 
A,MIO_NAC,S13PBX,D6111,BE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6111,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6111,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,DE	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6111,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6111,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,EL	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6111,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,FR	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6111,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,IE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,D6111,LT	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,S13PBX,D6111,LU	: 	: 	: 	65 	: 	: 	73 	: 	: 	79 	: 	: 
A,MIO_NAC,S13PBX,D6111,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,MT	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6111,NL	524 	497 	462 	375 	0 	0 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6111,NO	: 	: 	: 	20190 	20050 	20795 	22238 	23359 	23811 	20965 	: 	: 
A,MIO_NAC,S13PBX,D6111,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,PT	: 	: 	: 	2617 	: 	: 	2632 	: 	: 	2679 	: 	: 
A,MIO_NAC,S13PBX,D6111,RO	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,D6111,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6111,SK	: 	: 	: 	97 	: 	: 	256 	: 	: 	224 	: 	: 
A,MIO_NAC,S13PBX,D6111,UK	: 	: 	: 	18250 	: 	: 	20271 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,AT	: 	: 	: 	-1399 	: 	: 	1757 	: 	: 	1567 	: 	: 
A,MIO_NAC,S13PBX,D6121,BE	: 	: 	: 	3042 	: 	: 	4597 	: 	: 	7948 	: 	: 
A,MIO_NAC,S13PBX,D6121,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,CY	: 	: 	: 	344 	: 	: 	106 	: 	: 	133 	: 	: 
A,MIO_NAC,S13PBX,D6121,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,DE	30040 	: 	: 	8270 	: 	: 	15977 	: 	: 	7183 	: 	: 
A,MIO_NAC,S13PBX,D6121,DK	: 	: 	: 	1863 	: @C	: 	9599 d	: 	: 	-1 	: 	: 
A,MIO_NAC,S13PBX,D6121,EE	: 	: 	: 	-34 	: 	: 	-29 	: 	: 	-31 	: 	: 
A,MIO_NAC,S13PBX,D6121,EL	: 	: 	: 	825 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,ES	: 	: 	: 	11535 	: 	: 	15712 	: 	: 	28150 	: 	: 
A,MIO_NAC,S13PBX,D6121,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,FR	: 	: 	: 	-9000 	: 	: 	-7000 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6121,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,IE	: 	: 	: 	800 	: 	: 	2400 	: 	: 	1800 	: 	: 
A,MIO_NAC,S13PBX,D6121,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,D6121,LT	: 	-26 	-17 	-13 	12 	7 	11 	6 	12 	55 	118 	: 
A,MIO_NAC,S13PBX,D6121,LU	: 	: 	: 	2242 	: 	: 	-244 	: 	: 	1667 	: 	: 
A,MIO_NAC,S13PBX,D6121,LV	: 	: 	: 	29 	118 	132 	108 	145 	187 	188 	: 	: 
A,MIO_NAC,S13PBX,D6121,MT	284 	: 	: 	95 	: 	: 	77 	: 	: 	-111 	: 	: 
A,MIO_NAC,S13PBX,D6121,NL	770 	725 	680 	1101 	1101 	1083 	1082 	: 	: 	1010 	: 	: 
A,MIO_NAC,S13PBX,D6121,NO	: 	: 	: 	4877 	-12622 	-3187 	-7905 	47154 	-18317 	-14045 	: 	: 
A,MIO_NAC,S13PBX,D6121,PL	: 	: 	: 	11747 e	: 	: 	16020 	: 	: 	25066 	: 	: 
A,MIO_NAC,S13PBX,D6121,PT	: 	: 	: 	-3922 	: 	: 	-8760 	: 	: 	-2283 	: 	: 
A,MIO_NAC,S13PBX,D6121,RO	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,SE	209 d	287 d	331 d	361 d	313 d	388 d	394 d	403 d	410 d	412 d	: 	: 
A,MIO_NAC,S13PBX,D6121,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6121,SK	: 	: 	: 	-407 	: 	: 	541 	: 	: 	-133 	: 	: 
A,MIO_NAC,S13PBX,D6121,UK	: 	: 	: 	-13577 e	: 	: 	1735 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,AT	: 	: 	: 	1958 	: 	: 	1570 	: 	: 	1451 	: 	: 
A,MIO_NAC,S13PBX,D6131,BE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6131,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,CY	: 	: 	: 	40 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6131,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,DE	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6131,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6131,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,EL	: 	: 	: 	653 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,ES	: 	: 	: 	1120 	: 	: 	986 	: 	: 	867 	: 	: 
A,MIO_NAC,S13PBX,D6131,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,FR	: 	: 	: 	6000 	: 	: 	7000 	: 	: 	7000 	: 	: 
A,MIO_NAC,S13PBX,D6131,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,IE	: 	: 	: 	1700 	: 	: 	1400 	: 	: 	1600 	: 	: 
A,MIO_NAC,S13PBX,D6131,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,D6131,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,S13PBX,D6131,LU	: 	: 	: 	209 	: 	: 	203 	: 	: 	245 	: 	: 
A,MIO_NAC,S13PBX,D6131,LV	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,MT	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6131,NL	786 	745 	692 	374 	0 	0 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6131,NO	: 	: 	: 	3775 	3817 	3959 	4234 	4447 	4533 	4758 	: 	: 
A,MIO_NAC,S13PBX,D6131,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,PT	: 	: 	: 	1255 	: 	: 	1257 	: 	: 	1261 	: 	: 
A,MIO_NAC,S13PBX,D6131,RO	: 	: 	: 	: m	: 	: 	2986 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,D6131,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6131,SK	: 	: 	: 	43 	: 	: 	74 	: 	: 	99 	: 	: 
A,MIO_NAC,S13PBX,D6131,UK	: 	: 	: 	8997 	: 	: 	9511 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,AT	: 	: 	: 	10556 	: 	: 	9744 	: 	: 	11015 	: 	: 
A,MIO_NAC,S13PBX,D6141,BE	: 	: 	: 	5557 	: 	: 	5005 	: 	: 	5898 	: 	: 
A,MIO_NAC,S13PBX,D6141,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,CY	: 	: 	: 	359 	: 	: 	380 	: 	: 	376 	: 	: 
A,MIO_NAC,S13PBX,D6141,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,DE	55700 	: 	: 	61280 	: 	: 	60775 	: 	: 	65492 	: 	: 
A,MIO_NAC,S13PBX,D6141,DK	: 	: 	: 	17278 	: @C	: 	12583 	: 	: 	11708 	: 	: 
A,MIO_NAC,S13PBX,D6141,EE	: 	: 	: 	73 	: 	: 	81 	: 	: 	110 	: 	: 
A,MIO_NAC,S13PBX,D6141,EL	: 	: 	: 	5946 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,ES	: 	: 	: 	14774 	: 	: 	14588 	: 	: 	20592 	: 	: 
A,MIO_NAC,S13PBX,D6141,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,FR	: 	: 	: 	58000 	: 	: 	55000 	: 	: 	54000 	: 	: 
A,MIO_NAC,S13PBX,D6141,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,IE	: 	: 	: 	5500 	: 	: 	5700 	: 	: 	6800 	: 	: 
A,MIO_NAC,S13PBX,D6141,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,D6141,LT	: 	80 	81 	81 	65 	78 	78 	79 	79 	103 	106 	: 
A,MIO_NAC,S13PBX,D6141,LU	: 	: 	: 	1458 	: 	: 	1469 	: 	: 	1661 	: 	: 
A,MIO_NAC,S13PBX,D6141,LV	: 	: 	: 	59 	49 	61 	70 	74 	77 	85 	: 	: 
A,MIO_NAC,S13PBX,D6141,MT	95 	: 	: 	126 	: 	: 	124 	: 	: 	119 	: 	: 
A,MIO_NAC,S13PBX,D6141,NL	0 	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D6141,NO	: 	: 	: 	19518 	13812 	12038 	12390 	12924 	14596 	14843 	: 	: 
A,MIO_NAC,S13PBX,D6141,PL	: 	: 	: 	4270 e	: 	: 	21959 	: 	: 	25813 	: 	: 
A,MIO_NAC,S13PBX,D6141,PT	: 	: 	: 	9550 	: 	: 	8756 	: 	: 	8195 	: 	: 
A,MIO_NAC,S13PBX,D6141,RO	: 	: 	: 	: m	: 	: 	10017 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,SE	12018 d	6992 d	785 d	2866 d	1418 d	2628 d	2642 d	2566 d	2506 d	2455 d	: 	: 
A,MIO_NAC,S13PBX,D6141,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D6141,SK	: 	: 	: 	1207 	: 	: 	1349 	: 	: 	1274 	: 	: 
A,MIO_NAC,S13PBX,D6141,UK	: 	: 	: 	46202 	: 	: 	45864 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,AT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,BE	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,CY	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,DE	: 	: 	: 	: 	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,DK	: 	: 	: 	0 	: @C	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,EE	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,EL	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,ES	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,FR	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,IE	: 	: 	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_NAC,S13PBX,D61SC_P,LU	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,LV	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,MT	0 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,NL	24 	24 	16 	7 	0 	0 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,NO	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,PL	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,PT	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,RO	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,SE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,SK	: 	: 	: 	0 	: 	: 	0 	: 	: 	0 	: 	: 
A,MIO_NAC,S13PBX,D61SC_P,UK	: 	: 	: 	84 	: 	: 	115 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,AT	: 	: 	: 	11413 	: 	: 	13340 	: 	: 	14262 	: 	: 
A,MIO_NAC,S13PBX,D61_P,BE	: 	: 	: 	8599 	: 	: 	9602 	: 	: 	13845 	: 	: 
A,MIO_NAC,S13PBX,D61_P,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,CY	: 	: 	: 	743 	: 	: 	486 	: 	: 	509 	: 	: 
A,MIO_NAC,S13PBX,D61_P,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,DE	85740 	: 	: 	69550 	: 	: 	76752 	: 	: 	72675 	: 	: 
A,MIO_NAC,S13PBX,D61_P,DK	: 	: 	: 	19141 	: @C	: 	22182 	: 	: 	11707 	: 	: 
A,MIO_NAC,S13PBX,D61_P,EE	: 	: 	: 	40 	: 	: 	52 	: 	: 	79 	: 	: 
A,MIO_NAC,S13PBX,D61_P,EL	: 	: 	: 	7425 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,ES	: 	: 	: 	27429 	: 	: 	31286 	: 	: 	49609 	: 	: 
A,MIO_NAC,S13PBX,D61_P,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,FR	: 	: 	: 	55000 	: 	: 	55000 	: 	: 	61000 	: 	: 
A,MIO_NAC,S13PBX,D61_P,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,IE	: 	: 	: 	8000 	: 	: 	9500 	: 	: 	10200 	: 	: 
A,MIO_NAC,S13PBX,D61_P,IS	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,IT	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 d	: 	: 
A,MIO_NAC,S13PBX,D61_P,LT	: 	55 	64 	67 	77 	85 	90 	85 	91 	158 	224 	: 
A,MIO_NAC,S13PBX,D61_P,LU	: 	: 	: 	3974 	: 	: 	1501 	: 	: 	3652 	: 	: 
A,MIO_NAC,S13PBX,D61_P,LV	: 	: 	: 	88 	167 	193 	178 	219 	265 	273 	: 	: 
A,MIO_NAC,S13PBX,D61_P,MT	379 	: 	: 	222 	: 	: 	201 	: 	: 	8 	: 	: 
A,MIO_NAC,S13PBX,D61_P,NL	2056 	1943 	1818 	1843 	1101 	1083 	1082 	: 	: 	1010 	: 	: 
A,MIO_NAC,S13PBX,D61_P,NO	: 	: 	: 	48360 	25057 	33605 	30957 	87884 	24623 	26521 	: 	: 
A,MIO_NAC,S13PBX,D61_P,PL	: 	: 	: 	16017 e	: 	: 	37979 	: 	: 	50879 	: 	: 
A,MIO_NAC,S13PBX,D61_P,PT	: 	: 	: 	9501 	: 	: 	3885 	: 	: 	9852 	: 	: 
A,MIO_NAC,S13PBX,D61_P,RO	: 	: 	: 	: m	: 	: 	13003 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,SE	12227 	7279 	1116 	3227 	1731 	3016 	3036 	2969 	2916 	2867 	: 	: 
A,MIO_NAC,S13PBX,D61_P,SI	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D61_P,SK	: 	: 	: 	940 	: 	: 	2220 	: 	: 	1464 	: 	: 
A,MIO_NAC,S13PBX,D61_P,UK	: 	: 	: 	59788 e	: 	: 	77266 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,AT	: 	: 	: 	11416 	: 	: 	11733 	: 	: 	12816 	: 	: 
A,MIO_NAC,S13PBX,D62_P,BE	: 	: 	: 	9044 	: 	: 	12217 	: 	: 	12967 	: 	: 
A,MIO_NAC,S13PBX,D62_P,BG	: 	: 	: 	: m	: m	: m	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,CH	: m	: m	: m	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,CY	: 	: 	: 	584 	: 	: 	385 	: 	: 	409 	: 	: 
A,MIO_NAC,S13PBX,D62_P,CZ	: 	: 	: 	: m	: m	: m	: m	: m	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,DE	42200 	: 	: 	47900 	: 	: 	54200 	: 	: 	60700 	: 	: 
A,MIO_NAC,S13PBX,D62_P,DK	: 	: 	: 	27114 	: @C	: 	29398 	: 	: 	30871 	: 	: 
A,MIO_NAC,S13PBX,D62_P,EE	: 	: 	: 	40 	: 	: 	52 	: 	: 	79 	: 	: 
A,MIO_NAC,S13PBX,D62_P,EL	: 	: 	: 	6349 	: 	: 	: 	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,ES	: 	: 	: 	12825 	: 	: 	17664 	: 	: 	17004 	: 	: 
A,MIO_NAC,S13PBX,D62_P,FI	: 	: 	: 	: m	: m	: m	: m	: m	: m	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,FR	: 	: 	: 	51000 	: 	: 	53000 	: 	: 	56000 	: 	: 
A,MIO_NAC,S13PBX,D62_P,HR	: 	: 	: 	: m	: 	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,HU	: 	: 	: 	: m	: m	: 	: m	: 	: 	: 	: 	: 
A,MIO_NAC,S13PBX,D62_P,IE	: 	: 	: 	3300 	: 	: 	3600 	: 	: 	4300 	: 	: 
